time,I_L2
1.0702000000e-01,2.3155955277e+02
1.0702400000e-01,2.3025928013e+02
1.0702800000e-01,2.2956854363e+02
1.0703200000e-01,2.2957592366e+02
1.0703600000e-01,2.3036044658e+02
1.0704000000e-01,2.3190821448e+02
1.0704400000e-01,2.3399495211e+02
1.0704800000e-01,2.3629555595e+02
1.0705200000e-01,2.3849904752e+02
1.0705600000e-01,2.4030814900e+02
1.0706000000e-01,2.4144381129e+02
1.0706400000e-01,2.4170865710e+02
1.0706800000e-01,2.4111189175e+02
1.0707200000e-01,2.3981083147e+02
1.0707600000e-01,2.3796231035e+02
1.0708000000e-01,2.3578933447e+02
1.0708400000e-01,2.3369881324e+02
1.0708800000e-01,2.3219099720e+02
1.0709200000e-01,2.3144427080e+02
1.0709600000e-01,2.3115899411e+02
1.0710000000e-01,2.3106160873e+02
1.0710400000e-01,2.3088612833e+02
1.0710800000e-01,2.3037835491e+02
1.0711200000e-01,2.2929974751e+02
1.0711600000e-01,2.2768162200e+02
1.0712000000e-01,2.2603770856e+02
1.0712400000e-01,2.2478323791e+02
1.0712800000e-01,2.2409482390e+02
1.0713200000e-01,2.2407102332e+02
1.0713600000e-01,2.2479899164e+02
1.0714000000e-01,2.2627091913e+02
1.0714400000e-01,2.2826698036e+02
1.0714800000e-01,2.3047072122e+02
1.0715200000e-01,2.3257941205e+02
1.0715600000e-01,2.3430368722e+02
1.0716000000e-01,2.3537195160e+02
1.0716400000e-01,2.3559154301e+02
1.0716800000e-01,2.3497409314e+02
1.0717200000e-01,2.3368295103e+02
1.0717600000e-01,2.3188005470e+02
1.0718000000e-01,2.2976917257e+02
1.0718400000e-01,2.2771951491e+02
1.0718800000e-01,2.2623562433e+02
1.0719200000e-01,2.2549477456e+02
1.0719600000e-01,2.2520478160e+02
1.0720000000e-01,2.2509906918e+02
1.0720400000e-01,2.2491843626e+02
1.0720800000e-01,2.2441516570e+02
1.0721200000e-01,2.2335679454e+02
1.0721600000e-01,2.2177503035e+02
1.0722000000e-01,2.2017953899e+02
1.0722400000e-01,2.1896784829e+02
1.0722800000e-01,2.1828037752e+02
1.0723200000e-01,2.1822587051e+02
1.0723600000e-01,2.1889979389e+02
1.0724000000e-01,2.2030014009e+02
1.0724400000e-01,2.2221088549e+02
1.0724800000e-01,2.2432438928e+02
1.0725200000e-01,2.2634626919e+02
1.0725600000e-01,2.2799514274e+02
1.0726000000e-01,2.2900691202e+02
1.0726400000e-01,2.2919321924e+02
1.0726800000e-01,2.2856736584e+02
1.0727200000e-01,2.2729880597e+02
1.0727600000e-01,2.2555460677e+02
1.0728000000e-01,2.2351944489e+02
1.0728400000e-01,2.2152506555e+02
1.0728800000e-01,2.2007941638e+02
1.0729200000e-01,2.1935713373e+02
1.0729600000e-01,2.1907366033e+02
1.0730000000e-01,2.1896951604e+02
1.0730400000e-01,2.1879241661e+02
1.0730800000e-01,2.1830127198e+02
1.0731200000e-01,2.1726985506e+02
1.0731600000e-01,2.1572958404e+02
1.0732000000e-01,2.1417710301e+02
1.0732400000e-01,2.1298705784e+02
1.0732800000e-01,2.1227961389e+02
1.0733200000e-01,2.1217361784e+02
1.0733600000e-01,2.1277344192e+02
1.0734000000e-01,2.1408301691e+02
1.0734400000e-01,2.1588989758e+02
1.0734800000e-01,2.1789583277e+02
1.0735200000e-01,2.1981528506e+02
1.0735600000e-01,2.2137530519e+02
1.0736000000e-01,2.2231968900e+02
1.0736400000e-01,2.2246429763e+02
1.0736800000e-01,2.2182363768e+02
1.0737200000e-01,2.2057358904e+02
1.0737600000e-01,2.1888657994e+02
1.0738000000e-01,2.1693617498e+02
1.0738400000e-01,2.1502277056e+02
1.0738800000e-01,2.1364157603e+02
1.0739200000e-01,2.1296350958e+02
1.0739600000e-01,2.1271154838e+02
1.0740000000e-01,2.1263315561e+02
1.0740400000e-01,2.1248282891e+02
1.0740800000e-01,2.1202599008e+02
1.0741200000e-01,2.1104255353e+02
1.0741600000e-01,2.0956273369e+02
1.0742000000e-01,2.0805318788e+02
1.0742400000e-01,2.0685448557e+02
1.0742800000e-01,2.0609796297e+02
1.0743200000e-01,2.0591190149e+02
1.0743600000e-01,2.0641028377e+02
1.0744000000e-01,2.0760321631e+02
1.0744400000e-01,2.0928169846e+02
1.0744800000e-01,2.1115751410e+02
1.0745200000e-01,2.1295452230e+02
1.0745600000e-01,2.1440869528e+02
1.0746000000e-01,2.1527214176e+02
1.0746400000e-01,2.1536486619e+02
1.0746800000e-01,2.1470211269e+02
1.0747200000e-01,2.1346648386e+02
1.0747600000e-01,2.1183596402e+02
1.0748000000e-01,2.0998875419e+02
1.0748400000e-01,2.0820583145e+02
1.0748800000e-01,2.0693782739e+02
1.0749200000e-01,2.0635120917e+02
1.0749600000e-01,2.0617605771e+02
1.0750000000e-01,2.0616632232e+02
1.0750400000e-01,2.0608288076e+02
1.0750800000e-01,2.0569732508e+02
1.0751200000e-01,2.0479543349e+02
1.0751600000e-01,2.0340517032e+02
1.0752000000e-01,2.0196180102e+02
1.0752400000e-01,2.0077230309e+02
1.0752800000e-01,1.9997929160e+02
1.0753200000e-01,1.9972069200e+02
1.0753600000e-01,2.0012038365e+02
1.0754000000e-01,2.0119458702e+02
1.0754400000e-01,2.0273743288e+02
1.0754800000e-01,2.0447131553e+02
1.0755200000e-01,2.0613008539e+02
1.0755600000e-01,2.0745927628e+02
1.0756000000e-01,2.0821998258e+02
1.0756400000e-01,2.0823662765e+02
1.0756800000e-01,2.0752516419e+02
1.0757200000e-01,2.0627572110e+02
1.0757600000e-01,2.0467260393e+02
1.0758000000e-01,2.0289940169e+02
1.0758400000e-01,2.0121859638e+02
1.0758800000e-01,2.0003644258e+02
1.0759200000e-01,1.9951408704e+02
1.0759600000e-01,1.9938947268e+02
1.0760000000e-01,1.9942367741e+02
1.0760400000e-01,1.9938455163e+02
1.0760800000e-01,1.9905039209e+02
1.0761200000e-01,1.9821331007e+02
1.0761600000e-01,1.9689859116e+02
1.0762000000e-01,1.9550920720e+02
1.0762400000e-01,1.9431938799e+02
1.0762800000e-01,1.9348330464e+02
1.0763200000e-01,1.9314876266e+02
1.0763600000e-01,1.9344971122e+02
1.0764000000e-01,1.9440818050e+02
1.0764400000e-01,1.9582075562e+02
1.0764800000e-01,1.9742053159e+02
1.0765200000e-01,1.9895135871e+02
1.0765600000e-01,2.0016829791e+02
1.0766000000e-01,2.0084135393e+02
1.0766400000e-01,2.0079884191e+02
1.0766800000e-01,2.0005655154e+02
1.0767200000e-01,1.9881206435e+02
1.0767600000e-01,1.9725588407e+02
1.0768000000e-01,1.9557685506e+02
1.0768400000e-01,1.9401904567e+02
1.0768800000e-01,1.9294374873e+02
1.0769200000e-01,1.9250514171e+02
1.0769600000e-01,1.9244905159e+02
1.0770000000e-01,1.9254365836e+02
1.0770400000e-01,1.9256378422e+02
1.0770800000e-01,1.9229445449e+02
1.0771200000e-01,1.9153416090e+02
1.0771600000e-01,1.9030476067e+02
1.0772000000e-01,1.8897583298e+02
1.0772400000e-01,1.8778960205e+02
1.0772800000e-01,1.8691202021e+02
1.0773200000e-01,1.8650104993e+02
1.0773600000e-01,1.8670101097e+02
1.0774000000e-01,1.8753965267e+02
1.0774400000e-01,1.8881562958e+02
1.0774800000e-01,1.9027317915e+02
1.0775200000e-01,1.9166657135e+02
1.0775600000e-01,1.9276082135e+02
1.0776000000e-01,1.9333527126e+02
1.0776400000e-01,1.9322213831e+02
1.0776800000e-01,1.9243673889e+02
1.0777200000e-01,1.9118459711e+02
1.0777600000e-01,1.8966285646e+02
1.0778000000e-01,1.8806603975e+02
1.0778400000e-01,1.8662044329e+02
1.0778800000e-01,1.8564237231e+02
1.0779200000e-01,1.8527787250e+02
1.0779600000e-01,1.8528110661e+02
1.0780000000e-01,1.8542771277e+02
1.0780400000e-01,1.8549981410e+02
1.0780800000e-01,1.8528946196e+02
1.0781200000e-01,1.8460179057e+02
1.0781600000e-01,1.8345464247e+02
1.0782000000e-01,1.8218323655e+02
1.0782400000e-01,1.8099860264e+02
1.0782800000e-01,1.8007866590e+02
1.0783200000e-01,1.7959173351e+02
1.0783600000e-01,1.7969265371e+02
1.0784000000e-01,1.8041461655e+02
1.0784400000e-01,1.8155773209e+02
1.0784800000e-01,1.8287754465e+02
1.0785200000e-01,1.8413885364e+02
1.0785600000e-01,1.8511671882e+02
1.0786000000e-01,1.8559988976e+02
1.0786400000e-01,1.8542413035e+02
1.0786800000e-01,1.8460360457e+02
1.0787200000e-01,1.8335189074e+02
1.0787600000e-01,1.8187284193e+02
1.0788000000e-01,1.8036672292e+02
1.0788400000e-01,1.7904237992e+02
1.0788800000e-01,1.7817083381e+02
1.0789200000e-01,1.7788855508e+02
1.0789600000e-01,1.7795822725e+02
1.0790000000e-01,1.7816307047e+02
1.0790400000e-01,1.7829264205e+02
1.0790800000e-01,1.7814615957e+02
1.0791200000e-01,1.7753554407e+02
1.0791600000e-01,1.7646751548e+02
1.0792000000e-01,1.7523713654e+02
1.0792400000e-01,1.7403802932e+02
1.0792800000e-01,1.7305996723e+02
1.0793200000e-01,1.7248206274e+02
1.0793600000e-01,1.7247012313e+02
1.0794000000e-01,1.7306277369e+02
1.0794400000e-01,1.7406123372e+02
1.0794800000e-01,1.7523276345e+02
1.0795200000e-01,1.7635302943e+02
1.0795600000e-01,1.7720743415e+02
1.0796000000e-01,1.7759438955e+02
1.0796400000e-01,1.7735301524e+02
1.0796800000e-01,1.7649578470e+02
1.0797200000e-01,1.7524454484e+02
1.0797600000e-01,1.7381000191e+02
1.0798000000e-01,1.7239827043e+02
1.0798400000e-01,1.7120755983e+02
1.0798800000e-01,1.7046817521e+02
1.0799200000e-01,1.7029260236e+02
1.0799600000e-01,1.7045250610e+02
1.0800000000e-01,1.7073851227e+02
1.0800400000e-01,1.7094745587e+02
1.0800800000e-01,1.7088558601e+02
1.0801200000e-01,1.7037149929e+02
1.0801600000e-01,1.6938480649e+02
1.0802000000e-01,1.6816797347e+02
1.0802400000e-01,1.6692820804e+02
1.0802800000e-01,1.6586638339e+02
1.0803200000e-01,1.6517302715e+02
1.0803600000e-01,1.6502547347e+02
1.0804000000e-01,1.6546790639e+02
1.0804400000e-01,1.6630242568e+02
1.0804800000e-01,1.6730850644e+02
1.0805200000e-01,1.6827309277e+02
1.0805600000e-01,1.6899228215e+02
1.0806000000e-01,1.6927443920e+02
1.0806400000e-01,1.6896187056e+02
1.0806800000e-01,1.6806482917e+02
1.0807200000e-01,1.6681362435e+02
1.0807600000e-01,1.6542592229e+02
1.0808000000e-01,1.6411374254e+02
1.0808400000e-01,1.6308008218e+02
1.0808800000e-01,1.6252554675e+02
1.0809200000e-01,1.6250680047e+02
1.0809600000e-01,1.6280531172e+02
1.0810000000e-01,1.6321854997e+02
1.0810400000e-01,1.6355012358e+02
1.0810800000e-01,1.6361287315e+02
1.0811200000e-01,1.6323170006e+02
1.0811600000e-01,1.6235836173e+02
1.0812000000e-01,1.6118172407e+02
1.0812400000e-01,1.5992254989e+02
1.0812800000e-01,1.5879283378e+02
1.0813200000e-01,1.5799462909e+02
1.0813600000e-01,1.5771699150e+02
1.0814000000e-01,1.5800954756e+02
1.0814400000e-01,1.5867494102e+02
1.0814800000e-01,1.5950536632e+02
1.0815200000e-01,1.6029958172e+02
1.0815600000e-01,1.6086497218e+02
1.0816000000e-01,1.6102049127e+02
1.0816400000e-01,1.6061191195e+02
1.0816800000e-01,1.5964727431e+02
1.0817200000e-01,1.5836614357e+02
1.0817600000e-01,1.5699391333e+02
1.0818000000e-01,1.5574927138e+02
1.0818400000e-01,1.5484074882e+02
1.0818800000e-01,1.5443952216e+02
1.0819200000e-01,1.5454633024e+02
1.0819600000e-01,1.5495318680e+02
1.0820000000e-01,1.5546506366e+02
1.0820400000e-01,1.5589294908e+02
1.0820800000e-01,1.5605682092e+02
1.0821200000e-01,1.5578836351e+02
1.0821600000e-01,1.5501147208e+02
1.0822000000e-01,1.5386101676e+02
1.0822400000e-01,1.5257166785e+02
1.0822800000e-01,1.5136678973e+02
1.0823200000e-01,1.5046014124e+02
1.0823600000e-01,1.5005261012e+02
1.0824000000e-01,1.5019892493e+02
1.0824400000e-01,1.5070157980e+02
1.0824800000e-01,1.5136549716e+02
1.0825200000e-01,1.5200117707e+02
1.0825600000e-01,1.5242717581e+02
1.0826000000e-01,1.5247287964e+02
1.0826400000e-01,1.5198695304e+02
1.0826800000e-01,1.5097433062e+02
1.0827200000e-01,1.4968368060e+02
1.0827600000e-01,1.4834792886e+02
1.0828000000e-01,1.4719223219e+02
1.0828400000e-01,1.4643045573e+02
1.0828800000e-01,1.4620373636e+02
1.0829200000e-01,1.4645597344e+02
1.0829600000e-01,1.4698964969e+02
1.0830000000e-01,1.4761715238e+02
1.0830400000e-01,1.4815678992e+02
1.0830800000e-01,1.4843564506e+02
1.0831200000e-01,1.4829217952e+02
1.0831600000e-01,1.4761028263e+02
1.0832000000e-01,1.4644960610e+02
1.0832400000e-01,1.4506191023e+02
1.0832800000e-01,1.4368447537e+02
1.0833200000e-01,1.4254571404e+02
1.0833600000e-01,1.4186163221e+02
1.0834000000e-01,1.4170702610e+02
1.0834400000e-01,1.4190794525e+02
1.0834800000e-01,1.4228300826e+02
1.0835200000e-01,1.4265610232e+02
1.0835600000e-01,1.4285823301e+02
1.0836000000e-01,1.4273012114e+02
1.0836400000e-01,1.4213525529e+02
1.0836800000e-01,1.4109556194e+02
1.0837200000e-01,1.3986567907e+02
1.0837600000e-01,1.3868320180e+02
1.0838000000e-01,1.3777620865e+02
1.0838400000e-01,1.3735975146e+02
1.0838800000e-01,1.3752810672e+02
1.0839200000e-01,1.3814199730e+02
1.0839600000e-01,1.3901210733e+02
1.0840000000e-01,1.3995510362e+02
1.0840400000e-01,1.4079375285e+02
1.0840800000e-01,1.4135969328e+02
1.0841200000e-01,1.4149595924e+02
1.0841600000e-01,1.4104227942e+02
1.0842000000e-01,1.3997758397e+02
1.0842400000e-01,1.3857026773e+02
1.0842800000e-01,1.3707134820e+02
1.0843200000e-01,1.3572418448e+02
1.0843600000e-01,1.3476064395e+02
1.0844000000e-01,1.3427836060e+02
1.0844400000e-01,1.3413129804e+02
1.0844800000e-01,1.3415326000e+02
1.0845200000e-01,1.3418339973e+02
1.0845600000e-01,1.3406725590e+02
1.0846000000e-01,1.3365913018e+02
1.0846400000e-01,1.3284130550e+02
1.0846800000e-01,1.3165794651e+02
1.0847200000e-01,1.3037172111e+02
1.0847600000e-01,1.2922702874e+02
1.0848000000e-01,1.2845690148e+02
1.0848400000e-01,1.2827947565e+02
1.0848800000e-01,1.2874158440e+02
1.0849200000e-01,1.2961827027e+02
1.0849600000e-01,1.3073035981e+02
1.0850000000e-01,1.3190039499e+02
1.0850400000e-01,1.3295703811e+02
1.0850800000e-01,1.3373774341e+02
1.0851200000e-01,1.3409118633e+02
1.0851600000e-01,1.3381351427e+02
1.0852000000e-01,1.3280309054e+02
1.0852400000e-01,1.3134545814e+02
1.0852800000e-01,1.2970565572e+02
1.0853200000e-01,1.2814207161e+02
1.0853600000e-01,1.2690232155e+02
1.0854000000e-01,1.2610619053e+02
1.0854400000e-01,1.2563440480e+02
1.0854800000e-01,1.2533541594e+02
1.0855200000e-01,1.2506294048e+02
1.0855600000e-01,1.2467623313e+02
1.0856000000e-01,1.2404226302e+02
1.0856400000e-01,1.2306072964e+02
1.0856800000e-01,1.2179631040e+02
1.0857200000e-01,1.2051871460e+02
1.0857600000e-01,1.1947811784e+02
1.0858000000e-01,1.1891149041e+02
1.0858400000e-01,1.1903906725e+02
1.0858800000e-01,1.1985901137e+02
1.0859200000e-01,1.2105930359e+02
1.0859600000e-01,1.2247017673e+02
1.0860000000e-01,1.2391937959e+02
1.0860400000e-01,1.2524090329e+02
1.0860800000e-01,1.2627755880e+02
1.0861200000e-01,1.2688331492e+02
1.0861600000e-01,1.2682858285e+02
1.0862000000e-01,1.2594433105e+02
1.0862400000e-01,1.2449658741e+02
1.0862800000e-01,1.2276554801e+02
1.0863200000e-01,1.2102430960e+02
1.0863600000e-01,1.1953610944e+02
1.0864000000e-01,1.1844255330e+02
1.0864400000e-01,1.1765068752e+02
1.0864800000e-01,1.1702412717e+02
1.0865200000e-01,1.1643180443e+02
1.0865600000e-01,1.1574749766e+02
1.0866000000e-01,1.1485178708e+02
1.0866400000e-01,1.1366245514e+02
1.0866800000e-01,1.1226515794e+02
1.0867200000e-01,1.1093796990e+02
1.0867600000e-01,1.0993819292e+02
1.0868000000e-01,1.0950812251e+02
1.0868400000e-01,1.0985317437e+02
1.0868800000e-01,1.1091028270e+02
1.0869200000e-01,1.1231801823e+02
1.0869600000e-01,1.1391638696e+02
1.0870000000e-01,1.1554018905e+02
1.0870400000e-01,1.1703040986e+02
1.0870800000e-01,1.1823668163e+02
1.0871200000e-01,1.1901951256e+02
1.0871600000e-01,1.1915028752e+02
1.0872000000e-01,1.1841239505e+02
1.0872400000e-01,1.1700104090e+02
1.0872800000e-01,1.1521329830e+02
1.0873200000e-01,1.1333624231e+02
1.0873600000e-01,1.1164790336e+02
1.0874000000e-01,1.1031040064e+02
1.0874400000e-01,1.0925543258e+02
1.0874800000e-01,1.0836086382e+02
1.0875200000e-01,1.0750988142e+02
1.0875600000e-01,1.0658983223e+02
1.0876000000e-01,1.0549397401e+02
1.0876400000e-01,1.0415687690e+02
1.0876800000e-01,1.0268363290e+02
1.0877200000e-01,1.0135999971e+02
1.0877600000e-01,1.0044977613e+02
1.0878000000e-01,1.0020004925e+02
1.0878400000e-01,1.0077509857e+02
1.0878800000e-01,1.0203074127e+02
1.0879200000e-01,1.0360747092e+02
1.0879600000e-01,1.0535360292e+02
1.0880000000e-01,1.0711183395e+02
1.0880400000e-01,1.0873096563e+02
1.0880800000e-01,1.1006823722e+02
1.0881200000e-01,1.1099143391e+02
1.0881600000e-01,1.1127399622e+02
1.0882000000e-01,1.1065250463e+02
1.0882400000e-01,1.0925082316e+02
1.0882800000e-01,1.0738341160e+02
1.0883200000e-01,1.0535170344e+02
1.0883600000e-01,1.0344881853e+02
1.0884000000e-01,1.0185719659e+02
1.0884400000e-01,1.0053260699e+02
1.0884800000e-01,9.9367305751e+01
1.0885200000e-01,9.8258771718e+01
1.0885600000e-01,9.7107890470e+01
1.0886000000e-01,9.5820503650e+01
1.0886400000e-01,9.4347412174e+01
1.0886800000e-01,9.2812229818e+01
1.0887200000e-01,9.1508242034e+01
1.0887600000e-01,9.0705523451e+01
1.0888000000e-01,9.0655707309e+01
1.0888400000e-01,9.1481128462e+01
1.0888800000e-01,9.2955660868e+01
1.0889200000e-01,9.4722277195e+01
1.0889600000e-01,9.6637316932e+01
1.0890000000e-01,9.8551128107e+01
1.0890400000e-01,1.0032009117e+02
1.0890800000e-01,1.0180882654e+02
1.0891200000e-01,1.0289218535e+02
1.0891600000e-01,1.0334587876e+02
1.0892000000e-01,1.0285972054e+02
1.0892400000e-01,1.0148510550e+02
1.0892800000e-01,9.9553800214e+01
1.0893200000e-01,9.7381502663e+01
1.0893600000e-01,9.5276359697e+01
1.0894000000e-01,9.3440692440e+01
1.0894400000e-01,9.1853627634e+01
1.0894800000e-01,9.0421946575e+01
1.0895200000e-01,8.9057560013e+01
1.0895600000e-01,8.7675071403e+01
1.0896000000e-01,8.6193120122e+01
1.0896400000e-01,8.4578573531e+01
1.0896800000e-01,8.2973122210e+01
1.0897200000e-01,8.1677971518e+01
1.0897600000e-01,8.0969855776e+01
1.0898000000e-01,8.1105359303e+01
1.0898400000e-01,8.2164791223e+01
1.0898800000e-01,8.3840041339e+01
1.0899200000e-01,8.5777825619e+01
1.0899600000e-01,8.7842918514e+01
1.0900000000e-01,8.9893752875e+01
1.0900400000e-01,9.1794700448e+01
1.0900800000e-01,9.3418147993e+01
1.0901200000e-01,9.4646365097e+01
1.0901600000e-01,9.5258060733e+01
1.0902000000e-01,9.4896821435e+01
1.0902400000e-01,9.3540900672e+01
1.0902800000e-01,9.1539586649e+01
1.0903200000e-01,8.9222970787e+01
1.0903600000e-01,8.6914310338e+01
1.0904000000e-01,8.4835433650e+01
1.0904400000e-01,8.2988097656e+01
1.0904800000e-01,8.1293665618e+01
1.0905200000e-01,7.9678474199e+01
1.0905600000e-01,7.8070814327e+01
1.0906000000e-01,7.6402069643e+01
1.0906400000e-01,7.4654686811e+01
1.0906800000e-01,7.2987618154e+01
1.0907200000e-01,7.1709983300e+01
1.0907600000e-01,7.1105133765e+01
1.0908000000e-01,7.1434563486e+01
1.0908400000e-01,7.2736061269e+01
1.0908800000e-01,7.4619112432e+01
1.0909200000e-01,7.6734979042e+01
1.0909600000e-01,7.8956825601e+01
1.0910000000e-01,8.1151165250e+01
1.0910400000e-01,8.3190359632e+01
1.0910800000e-01,8.4954563521e+01
1.0911200000e-01,8.6333469516e+01
1.0911600000e-01,8.7109207998e+01
1.0912000000e-01,8.6879466124e+01
1.0912400000e-01,8.5548545207e+01
1.0912800000e-01,8.3483290037e+01
1.0913200000e-01,8.1028186855e+01
1.0913600000e-01,7.8521607952e+01
1.0914000000e-01,7.6204480362e+01
1.0914400000e-01,7.4100473992e+01
1.0914800000e-01,7.2145653715e+01
1.0915200000e-01,7.0280881508e+01
1.0915600000e-01,6.8448250182e+01
1.0916000000e-01,6.6592014618e+01
1.0916400000e-01,6.4709921493e+01
1.0916800000e-01,6.2977601388e+01
1.0917200000e-01,6.1712343663e+01
1.0917600000e-01,6.1204351953e+01
1.0918000000e-01,6.1720277183e+01
1.0918400000e-01,6.3255233327e+01
1.0918800000e-01,6.5336259561e+01
1.0919200000e-01,6.7620253975e+01
1.0919600000e-01,6.9988999089e+01
1.0920000000e-01,7.2317342143e+01
1.0920400000e-01,7.4485872915e+01
1.0920800000e-01,7.6382733394e+01
1.0921200000e-01,7.7905236328e+01
1.0921600000e-01,7.8839525771e+01
1.0922000000e-01,7.8756078492e+01
1.0922400000e-01,7.7498218034e+01
1.0922800000e-01,7.5414015852e+01
1.0923200000e-01,7.2863369763e+01
1.0923600000e-01,7.0199200157e+01
1.0924000000e-01,6.7680609522e+01
1.0924400000e-01,6.5352013083e+01
1.0924800000e-01,6.3163925562e+01
1.0925200000e-01,6.1071537802e+01
1.0925600000e-01,5.9030641267e+01
1.0926000000e-01,5.6998350526e+01
1.0926400000e-01,5.4987369619e+01
1.0926800000e-01,5.3189434836e+01
1.0927200000e-01,5.1930352575e+01
1.0927600000e-01,5.1507574938e+01
1.0928000000e-01,5.2175209882e+01
1.0928400000e-01,5.3872271343e+01
1.0928800000e-01,5.6080157211e+01
1.0929200000e-01,5.8461884492e+01
1.0929600000e-01,6.0909060876e+01
1.0930000000e-01,6.3306035702e+01
1.0930400000e-01,6.5542700893e+01
1.0930800000e-01,6.7516150860e+01
1.0931200000e-01,6.9132162467e+01
1.0931600000e-01,7.0182029021e+01
1.0932000000e-01,7.0238630590e+01
1.0932400000e-01,6.9105496899e+01
1.0932800000e-01,6.7054844071e+01
1.0933200000e-01,6.4463633752e+01
1.0933600000e-01,6.1698395061e+01
1.0934000000e-01,5.9035050187e+01
1.0934400000e-01,5.6537109430e+01
1.0934800000e-01,5.4168771166e+01
1.0935200000e-01,5.1898816057e+01
1.0935600000e-01,4.9696070644e+01
1.0936000000e-01,4.7529929603e+01
1.0936400000e-01,4.5427142757e+01
1.0936800000e-01,4.3594419946e+01
1.0937200000e-01,4.2365899076e+01
1.0937600000e-01,4.2046172907e+01
1.0938000000e-01,4.2848193601e+01
1.0938400000e-01,4.4633253938e+01
1.0938800000e-01,4.6894558996e+01
1.0939200000e-01,4.9300834058e+01
1.0939600000e-01,5.1754772217e+01
1.0940000000e-01,5.4151451391e+01
1.0940400000e-01,5.6391202057e+01
1.0940800000e-01,5.8381101403e+01
1.0941200000e-01,6.0036301069e+01
1.0941600000e-01,6.1154448927e+01
1.0942000000e-01,6.1312212706e+01
1.0942400000e-01,6.0273442371e+01
1.0942800000e-01,5.8234283567e+01
1.0943200000e-01,5.5588929680e+01
1.0943600000e-01,5.2717513313e+01
1.0944000000e-01,4.9912202354e+01
1.0944400000e-01,4.7254574015e+01
1.0944800000e-01,4.4722208871e+01
1.0945200000e-01,4.2297038170e+01
1.0945600000e-01,3.9960395815e+01
1.0946000000e-01,3.7693352415e+01
1.0946400000e-01,3.5535610344e+01
1.0946800000e-01,3.3707391255e+01
1.0947200000e-01,3.2550519464e+01
1.0947600000e-01,3.2376038100e+01
1.0948000000e-01,3.3354786115e+01
1.0948400000e-01,3.5269190459e+01
1.0948800000e-01,3.7624116940e+01
1.0949200000e-01,4.0094193399e+01
1.0949600000e-01,4.2592594252e+01
1.0950000000e-01,4.5024605825e+01
1.0950400000e-01,4.7300529681e+01
1.0950800000e-01,4.9337017050e+01
1.0951200000e-01,5.1058249166e+01
1.0951600000e-01,5.2268378159e+01
1.0952000000e-01,5.2548398692e+01
1.0952400000e-01,5.1622007699e+01
1.0952800000e-01,4.9608731628e+01
1.0953200000e-01,4.6919954950e+01
1.0953600000e-01,4.3949416181e+01
1.0954000000e-01,4.1005164776e+01
1.0954400000e-01,3.8186218573e+01
1.0954800000e-01,3.5483825256e+01
1.0955200000e-01,3.2893377465e+01
1.0955600000e-01,3.0409084233e+01
1.0956000000e-01,2.8024108631e+01
1.0956400000e-01,2.5791134391e+01
1.0956800000e-01,2.3943634586e+01
1.0957200000e-01,2.2831738499e+01
1.0957600000e-01,2.2773547319e+01
1.0958000000e-01,2.3898185235e+01
1.0958400000e-01,2.5909448272e+01
1.0958800000e-01,2.8324972668e+01
1.0959200000e-01,3.0826690684e+01
1.0959600000e-01,3.3338784231e+01
1.0960000000e-01,3.5777268918e+01
1.0960400000e-01,3.8062887141e+01
1.0960800000e-01,4.0122276675e+01
1.0961200000e-01,4.1888998665e+01
1.0961600000e-01,4.3174423473e+01
1.0962000000e-01,4.3564839775e+01
1.0962400000e-01,4.2743648863e+01
1.0962800000e-01,4.0753434959e+01
1.0963200000e-01,3.8022727528e+01
1.0963600000e-01,3.4958737680e+01
1.0964000000e-01,3.1884767242e+01
1.0964400000e-01,2.8916263385e+01
1.0964800000e-01,2.6057936528e+01
1.0965200000e-01,2.3318366227e+01
1.0965600000e-01,2.0704336561e+01
1.0966000000e-01,1.8220783331e+01
1.0966400000e-01,1.5932608784e+01
1.0966800000e-01,1.4085445630e+01
1.0967200000e-01,1.3037495898e+01
1.0967600000e-01,1.3113667766e+01
1.0968000000e-01,1.4400963978e+01
1.0968400000e-01,1.6524035384e+01
1.0968800000e-01,1.9013591823e+01
1.0969200000e-01,2.1559515759e+01
1.0969600000e-01,2.4096819132e+01
1.0970000000e-01,2.6552130142e+01
1.0970400000e-01,2.8856538555e+01
1.0970800000e-01,3.0946599201e+01
1.0971200000e-01,3.2765207962e+01
1.0971600000e-01,3.4131363428e+01
1.0972000000e-01,3.4637404530e+01
1.0972400000e-01,3.3926219963e+01
1.0972800000e-01,3.1963180707e+01
1.0973200000e-01,2.9193961722e+01
1.0973600000e-01,2.6039246877e+01
1.0974000000e-01,2.2837170770e+01
1.0974400000e-01,1.9718878384e+01
1.0974800000e-01,1.6702685018e+01
1.0975200000e-01,1.3810484978e+01
1.0975600000e-01,1.1061786767e+01
1.0976000000e-01,8.4734665639e+00
1.0976400000e-01,6.1223966206e+00
1.0976800000e-01,4.2658094554e+00
1.0977200000e-01,3.2702913589e+00
1.0977600000e-01,3.4678496184e+00
1.0978000000e-01,4.9035392744e+00
1.0978400000e-01,7.1229490138e+00
1.0978800000e-01,9.6706438985e+00
1.0979200000e-01,1.2245550790e+01
1.0979600000e-01,1.4793738204e+01
1.0980000000e-01,1.7252687392e+01
1.0980400000e-01,1.9564047800e+01
1.0980800000e-01,2.1674472894e+01
1.0981200000e-01,2.3536342162e+01
